AGENCY_NAME,FACILITY_NAME,PERMIT_NUMBER,PDF_File,Shared_PDF,Comminution,Primary Clarification,Secondary Clarification,Chemical Precipitation,Unspecified Clarification,Screening/Microstrainer,Grit Removal,Equalization,Flotation,SBR,Oxidation Ditch,Pure Oxygen,Extended Aeration,Stepfeed,Unspecified AS,Facultative Lagoon,Aerated Lagoon,Anaerobic Lagoon,Polishing Lagoon,Stabilization Pond,Unspecified Lagoon,AO,A2O,MLE,UCT,Four Stage Bardenpho,Five Stage Bardenpho,Unspecified BNR,Chemical N Removal,Chemical P Removal,Unspecified Nutrient Removal,Secondary Filtration,Media Filtration,Biologically Active Filtration,Trickling Filter,Rotating Biological Contactor,Anaerobic Filter,Membrane Aerated Biofilm Reactor,Unspecified FFR,Nanofiltration,Electrodialysis Reversal,Electrodialysis,Reverse Osmosis,Ultrafiltration,Microfiltration,Membrane Bioreactor,Unspecified Membrane Process,Unspecified Filtration,Wetland,UV-AOP,Coagulation,Flocculation,Ion Exchange,Activated Carbon,Chlorination,Dechlorination,UV Disinfection,Ozonation,Thermal Disinfection,Unspecified Disinfection,Alum Addition,Ferric Chloride Addition,Polymer Addition,Lime Addition,Neutralization,Unspecified Chemical Addition,Anaerobic Digestion,Aerobic Digestion,Unspecified Digestion,Mechanical Dewatering,Centrifuge,Drying,Elutriation,Unspecified Dewatering,Thickening,Land Application,Biosolids Lagoon,Biosolids Landfill,Unspecified Disposal,MHI,FBI,Unspecified Incineration,Cogeneration,Heat Recovery
Silicon Valley Clean Water,SVCW WWTP,CA0038369,SVCW Order R2-2023-0003 (1).pdf,No,0,PRESENT_AND_FUTURE,PRESENT,0,PRESENT_AND_FUTURE,PRESENT_AND_FUTURE,PRESENT_AND_FUTURE,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,PRESENT_AND_FUTURE,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,PRESENT,PRESENT,0,0,0,PRESENT,0,PRESENT,PRESENT,0,0,PRESENT,PRESENT_AND_FUTURE,0,PRESENT_AND_FUTURE,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0
Simi Valley City,Simi Valley WQCP,,3021_R4-2019-0135_WDR_PKG.pdf,No,0,PRESENT,PRESENT,0,PRESENT,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT,0,0,PRESENT,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0
Sonoma County Water Agency (SCWA),Sonoma Valley County SD WWTP,CA0037800,Final Order Sonoma_NPDES permit_Dec 2024.pdf,Yes,0,0,PRESENT,0,PRESENT,PRESENT,PRESENT,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT_AND_FUTURE,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT_AND_FUTURE,PRESENT_AND_FUTURE,0,0,0,PRESENT_AND_FUTURE,0,0,PRESENT,0,0,PRESENT,0,0,0,PRESENT,0,0,0,PRESENT,0,0,0,PRESENT,0,0,0,0,0,0
Sonoma Valley County Sanitation District,Sonoma Valley County SD WWTP,CA0038873,Final Order Sonoma_NPDES permit_Dec 2024.pdf,Yes,0,0,PRESENT,0,PRESENT,PRESENT,PRESENT,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT_AND_FUTURE,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT_AND_FUTURE,PRESENT_AND_FUTURE,0,0,0,PRESENT_AND_FUTURE,0,0,PRESENT,0,0,PRESENT,0,0,0,PRESENT,0,0,0,PRESENT,0,0,0,PRESENT,0,0,0,0,0,0
Sonoma County Water Agency (SCWA),SCWA Russian River CSD,CA0024058,21_0002_Russian River CSD and Sonoma Water WWTF NPDES.pdf,No,0,0,PRESENT,0,PRESENT_AND_FUTURE,PRESENT_AND_FUTURE,PRESENT,0,0,0,0,0,0,0,PRESENT_AND_FUTURE,0,0,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT,0,0,PRESENT,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,PRESENT,0,0,PRESENT,0,0,FUTURE,0,0,0,0,0,0,PRESENT_AND_FUTURE,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0
South County Regional WW Authority,SCRWA WWTP,,SCRWA 2017 adopted.pdf,No,0,0,PRESENT,0,PRESENT,PRESENT_AND_FUTURE,0,0,0,0,PRESENT_AND_FUTURE,0,0,0,0,0,0,0,0,0,PRESENT_AND_FUTURE,0,0,0,0,0,0,FUTURE,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,FUTURE,0,0,0,0,0,0,0,0,PRESENT_AND_FUTURE,PRESENT,PRESENT_AND_FUTURE,0,0,PRESENT_AND_FUTURE,0,0,0,0,0,0,0,0,0,PRESENT_AND_FUTURE,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0
South San Francisco City,South San Francisco-San Bruno WQCP,CA0038130,SSFSB_Order_Finalsigned.pdf,No,0,PRESENT,PRESENT_AND_FUTURE,0,PRESENT_AND_FUTURE,PRESENT_AND_FUTURE,PRESENT,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,PRESENT,PRESENT,0,0,0,PRESENT,0,PRESENT,PRESENT,0,0,0,PRESENT,0,PRESENT_AND_FUTURE,PRESENT,0,0,0,PRESENT,PRESENT,0,0,PRESENT,0,0,0,0,0,0
South San Luis Obispo CSD,South San Luis Obispo SD WWTP,,So_SLO_Order R3-2019-0002_final.pdf,No,0,PRESENT,PRESENT_AND_FUTURE,0,PRESENT_AND_FUTURE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT_AND_FUTURE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,PRESENT,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,PRESENT,PRESENT,0,0,0,PRESENT,0,0,0,0,0,0,0,0
St. Helena City,St. Helena City WWTP,CA0038016,st. helena_order r2-2021-0004.pdf,No,PRESENT,0,0,FUTURE,PRESENT,PRESENT_AND_FUTURE,0,PRESENT,0,0,0,0,0,0,PRESENT,0,0,0,0,0,PRESENT_AND_FUTURE,0,0,0,0,0,0,FUTURE,0,0,FUTURE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT_AND_FUTURE,0,0,0,0,0,0,0,0,PRESENT_AND_FUTURE,FUTURE,PRESENT_AND_FUTURE,0,0,PRESENT_AND_FUTURE,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,PRESENT,0,FUTURE,0,0,0,0,0,0,0,0
Stallion Springs CSD,Stallion Springs WWTF,CAC439983,r5-2023-0025-012.pdf,No,0,0,0,0,PRESENT,PRESENT,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,PRESENT,PRESENT,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,PRESENT,0,0,0,0,0,0,0,0
Stockton City,Wastewater Recovery Center,CA0079138,r5-2025-0027_npdes.pdf,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FUTURE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Summerland SD,Summerland SD WWTP,CA0048054,R3-2022-0014-(ACC).pdf,No,PRESENT,PRESENT,PRESENT,0,PRESENT,PRESENT,0,PRESENT,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,PRESENT,PRESENT,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0
Sunnyvale City,Sunnyvale WPCP,CA0037621,CA0037621 Sunnyvale Order R2-2020-0002.pdf,No,PRESENT,PRESENT_AND_FUTURE,FUTURE,0,PRESENT_AND_FUTURE,PRESENT_AND_FUTURE,PRESENT,PRESENT,PRESENT,0,0,0,0,0,FUTURE,0,0,0,0,0,PRESENT_AND_FUTURE,0,0,0,0,0,0,PRESENT,0,0,0,0,PRESENT,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT_AND_FUTURE,PRESENT_AND_FUTURE,0,0,0,PRESENT_AND_FUTURE,0,0,PRESENT,0,0,0,PRESENT,0,PRESENT,PRESENT,0,0,0,PRESENT,0,PRESENT,0,PRESENT,0,0,0,0,0,0
Tehama  Co SD #1,Mineral WWTP,CA0084069,r5-2023-0040_npdes.pdf,No,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Temescal Valley Water District,Temescal Valley WD WWRF,,12-0028_Lee_Lake_Water_Dist_WDR.pdf,No,0,0,PRESENT,0,PRESENT,PRESENT,PRESENT,PRESENT,0,PRESENT,0,0,0,0,PRESENT,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,PRESENT,PRESENT,0,0,0,0,0,0,0,0,0,0,0,PRESENT,PRESENT,0,PRESENT,PRESENT,0,PRESENT,0,PRESENT,0,0,0,0,0,0,0,0
Thousand Oaks City,Hill Canyon WWTP,,4917_R4-2019-0137_WDR.pdf,No,0,PRESENT,PRESENT,0,PRESENT,PRESENT,0,PRESENT,0,0,0,0,0,0,PRESENT,0,0,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,PRESENT,0,0,0,PRESENT,0,0,PRESENT,0,0,0,PRESENT,0,PRESENT,PRESENT,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0
Town of Discovery Bay CSD,Discovery Bay WWTP,CA0078590,R5-2024-0068_npdes.pdf,No,0,0,PRESENT,0,PRESENT,PRESENT,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,PRESENT,PRESENT,PRESENT,0,PRESENT,0,0,0,0,PRESENT,PRESENT,0,0,0,0,0,0
Treasure Island Development Authority,Treasure Island WWTP/DOD,CA0110116,R2-2020-0020.pdf,Yes,0,PRESENT,PRESENT,0,PRESENT,PRESENT,PRESENT,PRESENT,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,PRESENT,0,0,0,0,0,PRESENT,PRESENT,PRESENT,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0
US Navy Treasure Island,Treasure Island WWTP/DOD,CA0038873,R2-2020-0020.pdf,Yes,0,PRESENT,PRESENT,0,PRESENT,PRESENT,PRESENT,PRESENT,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,PRESENT,0,0,0,0,0,PRESENT,PRESENT,PRESENT,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0
Turlock City,"Turlock City, Turlock Regional Water Quality Control Facility",CA0078948,r5-2021-0005_npdes.pdf,Yes,0,0,PRESENT,0,PRESENT,PRESENT,PRESENT,0,PRESENT,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT,PRESENT_AND_FUTURE,0,0,0,PRESENT,PRESENT,0,0,0,0,PRESENT,0,0,0,0,0,PRESENT,0,0,0,PRESENT,0,0,0,0,0,0,0,0
UC Davis,UC Davis Main WWTP,CA0077895,r5-2021-0007_npdes.pdf,No,0,0,PRESENT,0,PRESENT,PRESENT,0,0,0,0,PRESENT,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FUTURE,0,0,PRESENT_AND_FUTURE,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,PRESENT,0,0,0,PRESENT,0,0,0,0,0,0
US Navy Naval Air Station El Centro,US Navy Naval Air Facility WWTP,CA0104906,R7-2021-0045.pdf,No,0,0,PRESENT,0,PRESENT,PRESENT,0,PRESENT,0,0,PRESENT,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,PRESENT,0,0,0,0,0,0
USDI National Park Service Yosemite National Park,El Portal WWTF,CA0081759,r5-2025-0031_npdes.pdf,No,PRESENT,PRESENT,PRESENT,0,PRESENT,PRESENT,PRESENT,PRESENT_AND_FUTURE,0,0,0,0,0,0,PRESENT,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,PRESENT,0,0,0,0,FUTURE,0,0,FUTURE,0,0,0,0,0,0,0,0,FUTURE,FUTURE,0,0,0,FUTURE,0,PRESENT,0,0,0,0,0,0,0,0
USS-Posco Industries,USS-UPI LLC - NPDES/SUB15,CA0005002,R2-2016-0043.pdf,No,0,0,0,PRESENT,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0
Ukiah City,Ukiah City WWTP,CA0022888,24_0016_Ukiah_NPDES_07.18.2024_signed.pdf,No,0,PRESENT,PRESENT,0,PRESENT,PRESENT,PRESENT,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,PRESENT,0,0,0,PRESENT,0,PRESENT,PRESENT,0,0,0,PRESENT,0,PRESENT,PRESENT_AND_FUTURE,0,0,0,PRESENT,PRESENT,0,0,PRESENT,0,0,0,0,0,0
United Auburn Indian Community,Thunder Valley Casino WWTP,CAC442169,thundervalley_wwtp_mgo_noa.pdf,No,0,0,0,0,PRESENT,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0
United States Section of the International Boundary and Water Commission (USIBWC),South Bay International WWTP,CA0108928,r9-2021-0001.pdf,No,0,PRESENT,PRESENT,0,PRESENT,PRESENT,PRESENT,0,PRESENT,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT,PRESENT,PRESENT,0,0,0,0,0,0,0,0,0,PRESENT,PRESENT,0,0,0,0,0,0,0,0,0
Vacaville City DPW,Easterly WWTP,CA0077691,r5-2025-0028_npdes.pdf,No,0,PRESENT,0,0,PRESENT,PRESENT,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,PRESENT,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0
Vallejo Flood & Wastewater District (formerly Vallejo San & Flood Control District),Vallejo Flood & Wastewater District (VFWD) WWTP,CA0037699,Order R2-2023-0001.pdf,No,0,PRESENT,PRESENT,0,PRESENT,PRESENT,PRESENT,PRESENT,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,PRESENT,0,0,0,PRESENT,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,PRESENT,PRESENT,PRESENT,0,0,0,0,0,0,0,0
Valley Sanitary District,Valley SD WWTP,CA0104477,R7-2026-0003.pdf,No,PRESENT,PRESENT,PRESENT,0,PRESENT,PRESENT_AND_FUTURE,PRESENT_AND_FUTURE,0,0,0,0,0,0,0,PRESENT_AND_FUTURE,0,0,0,0,0,PRESENT_AND_FUTURE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,PRESENT,0,0,0,0,0,0,0,0,0,0,PRESENT,0,PRESENT_AND_FUTURE,PRESENT,0,PRESENT_AND_FUTURE,0,PRESENT_AND_FUTURE,0,PRESENT,0,PRESENT,0,0,0,0,FUTURE,0
Victor Valley Wastewater Reclamation Authority,Victor Valley Wastewater Reclamation Authority WTP,,r6v_2020_0028_vvwra_npdes_permit.pdf,Yes,0,PRESENT,PRESENT,PRESENT,PRESENT,PRESENT,PRESENT,PRESENT,PRESENT,0,0,0,0,0,PRESENT,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,PRESENT,0,0,PRESENT,0,0,0,PRESENT,0,PRESENT,0,0,PRESENT,0,PRESENT,PRESENT,PRESENT,PRESENT,PRESENT,0,0,0,0,0,0
Watsonville City,Watsonville WWTP,,Watsonville WWTP 14-0006 FINAL.pdf,No,0,PRESENT,PRESENT,0,PRESENT,PRESENT,PRESENT,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,PRESENT,0,0,0,0,PRESENT,0,0,PRESENT,0,0,0,0,0,0,PRESENT,0,PRESENT,PRESENT,0,PRESENT,0,PRESENT,PRESENT,0,0,PRESENT,0,0,0,0,0,0
West Basin MWD,Edward C. Little Water Recycling Plant (Recycled Water Irrigation),CA0063401,Adopted ECLWRF NPDES CI-7449 111623.pdf,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,PRESENT,0,PRESENT,0,0,0,0,0,0,0,0
West Basin MWD,Juanita Millender-McDonald Carson Regional Water Recycling Plant,CA0064246,Adopted JMMCRWRP CI-7972 03012024.pdf,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,PRESENT_AND_FUTURE,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Riverside County Regional Wastewater Authority,WRCRWA Regional WWRF,,R8-2015-0013_WRCRWWA.pdf,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0
Westmorland City,Westmorland City WWTP,CA0105007,R7-2023-0002.pdf,No,PRESENT,0,PRESENT,0,PRESENT,PRESENT,PRESENT,0,0,0,PRESENT,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,PRESENT,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,PRESENT,0,0,0,0,0,0
Willits City,Willits City WWTP,CA0023060,21_0021_Willits_WWTF_NPDES.pdf,No,0,0,0,0,PRESENT,PRESENT,PRESENT,PRESENT,0,0,0,0,PRESENT,0,PRESENT,0,0,0,0,0,PRESENT_AND_FUTURE,0,0,0,0,0,0,PRESENT,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,PRESENT,0,0,0,0,0,0,0,PRESENT,PRESENT,0,0,PRESENT,0,PRESENT,0,PRESENT,0,0,FUTURE,0,0,0,0,0
Willows City,Willows WWTP,CAC447786,R5-2017-0085-01.pdf,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willows City,Willows WWTP,CAC447786,willows_wwtp_noa_signed.pdf,No,0,0,PRESENT,0,PRESENT,PRESENT,0,PRESENT,0,0,0,0,PRESENT,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,PRESENT,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0
Windsor Water District,"Windsor Wastewater Treatment, Reclamation, and Disposal Facility",CA0023345,20_0010_Windsor Water District_NPDES.pdf,No,0,0,PRESENT,0,PRESENT,PRESENT_AND_FUTURE,0,PRESENT,0,0,0,0,0,0,PRESENT,0,0,0,0,PRESENT,PRESENT_AND_FUTURE,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,PRESENT,0,PRESENT,0,PRESENT,0,0,0,0,0,0
Woodland City,Woodland Water Pollution Control Facility,CA0077950,r5-2026-0004_npdes.pdf,Yes,0,0,PRESENT,PRESENT,PRESENT,PRESENT_AND_FUTURE,PRESENT,0,0,0,PRESENT,0,0,0,PRESENT,PRESENT,0,0,0,PRESENT,PRESENT,0,0,0,0,0,0,PRESENT,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT,0,PRESENT,0,0,PRESENT,0,0,0,PRESENT_AND_FUTURE,PRESENT,PRESENT,0,0,0,0,0,0
"Yountville, Town of",Yountville / CA Vets Home WWTP,CA0038121,Town of Yountville Order R2-2020-0026.pdf,Yes,PRESENT,PRESENT,0,0,PRESENT,0,PRESENT,PRESENT,PRESENT,0,0,0,0,0,0,0,0,0,0,0,PRESENT_AND_FUTURE,0,0,0,0,0,0,0,0,0,0,PRESENT,PRESENT,0,PRESENT_AND_FUTURE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,PRESENT,0,0,PRESENT_AND_FUTURE,PRESENT,0,PRESENT_AND_FUTURE,0,PRESENT_AND_FUTURE,0,0,0,0,0,0,0,0,PRESENT,0,0,PRESENT,0,0,0,0,0,PRESENT,0,0,0,0,0,0
Yuba City,Yuba City WWTF,CA0079260,r5-2024-0055_npdes.pdf,No,0,PRESENT,PRESENT,0,PRESENT,PRESENT,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT_AND_FUTURE,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,PRESENT,0,0,0,PRESENT,0,0,PRESENT,0,0,0,PRESENT,0,PRESENT,PRESENT,0,PRESENT,0,PRESENT_AND_FUTURE,0,0,0,PRESENT,0,0,0,0,0,0
Yucaipa Valley Water District,Henry N. Wochholz WWRF,,R8-2015-0027_YVWD_Henry_N_Wochholz_RWRF.pdf,No,0,PRESENT,PRESENT,0,PRESENT,PRESENT,PRESENT,PRESENT,PRESENT,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,PRESENT,0,PRESENT,PRESENT,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,PRESENT,0,0,0,0,0,0,PRESENT,0,PRESENT,PRESENT,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0
US Marine Corps Base Camp Pendleton,USMC Camp Pendleton Southern Regional Tertiary Treatment Plant,CA0109347,AmendedOrderR92019167_DigitalSignature signed dwg 12-14-21.pdf,No,0,0,0,0,PRESENT,PRESENT,0,PRESENT,0,PRESENT,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,PRESENT,0,0,0,0,0,PRESENT,PRESENT,0,0,0,0,PRESENT,PRESENT,0,PRESENT,0,0,0,0,PRESENT,PRESENT,0,PRESENT,0,0,PRESENT,PRESENT,0,0,PRESENT,0,0,0,0,0,0
