Agency,Agency Address,Facility Name,Facility Address,Latitude,Longitude,Place/Project Type,SIC/NAICS,County,Region,Program,Regulatory Measure Status,Regulatory Measure Type,Order No.,WDID,NPDES No.,Adoption Date,Effective Date,Termination Date,Expiration/Review Date,Design Flow,Major/Minor,Complexity,TTWQ,CAF Population,CAF Subtype,AEU,# Enforcement Actions within 5 years,# Violations within 5 years,Unnamed: 29
Bear Valley CSD,"28999 South Lower Valley Road, Tehachapi, CA 93561",Bear Valley CSD WWTF,"29951 North Lower Valley Road, Tehachapi, CA 93561",35.16531,-118.6662,Wastewater Treatment Facility,4952,Kern,5F,"NPDMUNIOTH, WDRMUNILRG",Active,WDR,R5-2024-0005,5C15NC00279,,02/16/2024,02/16/2024,,2034-02-16,0.25,Minor,B,2,,,,0,32,
Chowchilla City,"130 South 2nd Street, Chowchilla, CA 93610",Chowchilla WWTF,"Ave 24 1/2 & Rd 16, Chowchilla, CA 93610",37.10552,-120.25674,Wastewater Treatment Facility,4952,Madera,SB,"SLIC, WDRMUNILRG",Active,Co-Permitee,2020-0015-DWQ,5C200100001,,,07/09/2020,,,,,,,,,,0,12,
Madera City,"205 West 4th Street, Madera, CA 93637",Madera WWTF,"13048 Road 21 1/2, Madera, CA 93637",36.93969,-120.15693,Wastewater Treatment Facility,4952,Madera,5F,"SLIC, WDRMUNILRG",Active,WDR,R5-2022-0074,5C200101001,,12/08/2022,12/08/2022,,2032-12-08,7.0,,B,2,,,,1,82,
Madera County Public Works Department - Special Districts,"200 West 4th Street, Madera, CA 93637",Madera Cnty #2-Bass Lake WWTF,"40601 Road 274, Bass Lake, CA 93604",37.338596,-119.581827,Wastewater Treatment Facility,4952,Madera,SB,"SLIC, WDRMUNILRG",Active,Co-Permitee,2020-0015-DWQ,5C200102001,,,07/09/2020,,,,,,,,,,1,48,
Madera County Public Works Department - Special Districts,"200 West 4th Street, Madera, CA 93637",Madera Cnty #6-Lake Shore Park WWTF,"Co Rd 274, Bass Lake, CA 93604",37.31275,-119.538067,Wastewater Treatment Facility,6552,Madera,5F,"WDRMUNIENROTH, WDRMUNIOTH",Active,Enrollee - WDR,97-010-DWQ,5C200102002,,,05/27/2014,,2029-05-27,0.025,,B,3,,,,0,0,
Madera County Public Works Department - Special Districts,"200 West 4th Street, Madera, CA 93637",Madera Cnty #27-Goldside Estates WWTF,"46036 Beechwood Drive, Oakhurst, CA 93644",37.33596,-119.70742,Wastewater Treatment Facility,6552,Madera,5F,WDRMUNIOTH,Active,WDR,97-133,5C200102003,,06/20/1997,06/20/1997,,2007-06-18,.085,,B,2,,,,1,244,
Madera County Public Works Department - Special Districts,"200 West 4th Street, Madera, CA 93637",Madera Cnty #8A-North Fork WWTF,"Ridge Road, North Fork, CA 93643",37.227067,-119.507364,Wastewater Treatment Facility,4952,Madera,5F,WDRMUNIOTH,Active,WDR,94-353,5C200102004,,12/09/1994,12/09/1994,,2004-12-06,.038,,B,2,,,,0,0,
Madera County Public Works Department - Special Districts,"200 West 4th Street, Madera, CA 93637",Madera Cnty #22A-Oakhurst WWTF,"48382 Black Oak River Road, Oakhurst, CA 93644",37.3284,-119.66704,Wastewater Treatment Facility,4952,Madera,5F,"NPDMUNIOTH, WDRMUNILRG",Active,WDR,97-015,5C200102006,,01/24/1997,01/24/1997,,2007-01-24,.25,Minor,A,2,,,,2,143,
Madera County Public Works Department - Special Districts,"200 West 4th Street, Madera, CA 93637",Madera Cnty #24 Teaford Meadow Lakes WWTF,"Malum Ridge Road, Bass Lake, CA 93604",37.295637,-119.524754,Wastewater Treatment Facility,6552,Madera,5F,"WDRMUNIENROTH, WDRMUNIOTH",Active,Enrollee - WDR,2014-0153-DWQ,5C200102007,,,11/13/2023,,2029-09-23,0.022,,C,3,,,,0,0,
Madera County Public Works Department - Special Districts,"200 West 4th Street, Madera, CA 93637",Madera Cnty #7-Marina View Heights WWTF,"Co Rd 274, Bass Lake, CA 93604",37.295967,-119.524614,Wastewater Treatment Facility,6552,Madera,5F,"WDRMUNIENROTH, WDRMUNIOTH",Active,Enrollee - WDR,2014-0153-DWQ,5C200102009,,,03/13/2024,,2029-09-23,0.03,,B,2,,,,0,0,
Madera County Public Works Department - Special Districts,"200 West 4th Street, Madera, CA 93637",Madera Cnty #37-La Vina WWTF,"Avenue 9 and Road 23 1/2, Madera, CA 93637",36.879944,-120.118793,Wastewater Treatment Facility,4952,Madera,5F,WDRMUNIOTH,Active,WDR,2014-0153-DWQ-R5348,5C200102010,,10/21/2020,10/21/2020,,2035-10-21,0.086,,C,3,,,,0,0,
Madera County Public Works Department - Special Districts,"200 West 4th Street, Madera, CA 93637",Madera Cnty #14-Chukchansi WWTF,"Rd 28 1/2 and Western Way, Madera, CA 93638",37.03137,-120.03605,Wastewater Treatment Facility,4952,Madera,5F,WDRMUNIOTH,Active,Enrollee - WDR,2014-0153-DWQ,5C200103001,,,11/13/2019,,2029-09-23,.031,,C,2,,,,0,5,
USDI National Park Service Devils Postpile,"Po Box 3999, Mammoth Lakes, CA 93546",USDI NPD Devils Postpile Facilities,"351 Pacu Lane 200, Mammoth Lakes, CA 93546",37.63,-119.08352,Wastewater Treatment Facility,4959,Madera,5F,WDRMUNIOTH,Active,WDR,73-189,5C200700001,,04/27/1973,04/27/1973,,1988-04-23,.033,,C,3,,,,0,0,
US Army Corps of Engineers Raymond,"Po Box 85, Raymond, CA 93653",Hensley Lake,"25207 Rd 407, Raymond, CA 93653",37.11521,-119.89489,Wastewater Treatment Facility,7032,Madera,5F,WDRMUNIOTH,Active,Enrollee - WDR,2014-0153-DWQ,5C200701001,,,06/17/2021,,2029-09-23,0.008,,C,3,,,,0,0,
Golden Valley USD,"37479 Avenue 12, Madera, CA 93638",Liberty High School WWTF,"Ave 12 and Rd 36, Madera, CA 93638",36.92521,-119.90063,Wastewater Treatment Facility,4952(+),Madera,5F,WDRMUNIOTH,Active,WDR,01-090,5C200702001,,04/27/2001,04/27/2001,,2016-04-27,.02,,C,3,,,,0,0,
Ca Dept of Corrections Chowchilla,"Po Box 1501, Chowchilla, CA 93610",CDC CCWF & VSP WWTF,"23370 Road 22, Chowchilla, CA 93610",37.09036,-120.14971,Wastewater Treatment Facility,4952(+),Madera,5F,WDRMUNILRG,Active,WDR,93-235,5C200800001,,12/03/1993,12/03/1993,,2003-12-01,1.454,,A,2,,,,0,12,
Madera County Public Works Department - Special Districts,"200 West 4th Street, Madera, CA 93637",Madera Cnty #28 Ripperdan WWTF,"North of Hwy 145 and Avenue 7, Ripperdan, CA 93637",36.853973,-120.056534,Wastewater Treatment Facility,4952,Madera,5F,"WDRMUNIENROTH, WDRMUNIOTH",Active,Enrollee - WDR,2014-0153-DWQ,5C201005001,,,08/09/2024,,2029-09-23,.0075,,B,3,,,,0,6,
Yosemite Lakes Park Inc,"30250 Yosemite Springs Parkway, Coarsegold, CA 93614",Yosemite Lakes Clubhouse Facility,"30250 Yosemite Springs, Coarsegold, CA 93614",37.187758,-119.766794,Wastewater Treatment Facility,6552,Madera,5F,WDRMUNIOTH,Active,WDR,85-114,5C201007001,,05/31/1985,05/31/1985,,1995-05-29,.009,,B,2,,,,0,0,
Sugar Pine Christian Camps,"48478 Mill Canyon Road, Oakhurst, CA 93644",Camp Sugar Pine,"48478 Mill Canyon, Oakhurst, CA 93644",37.45175,-119.63714,Wastewater Treatment Facility,7032,Madera,5F,WDRMUNIOTH,Active,Enrollee - WDR,2014-0153-DWQ,5C201008001,,,07/16/2020,,2029-09-23,.03,,C,3,,,,0,8,
Protestant Episcopal Bishop of San Joaquin,"43803 Hwy 41, Oakhurst, CA 93644","Diocese of San Joaquin, Episcopal Conference Center Oakhurst (ECCO)","43803 Hwy 41, Oakhurst, CA 93644",37.33122,-119.65169,Wastewater Treatment Facility,4952(+),Madera,5F,WDRMUNIOTH,Active,Enrollee - WDR,2014-0153-DWQ,5C201011001,,,07/18/2018,,2033-07-18,.02,,C,3,,,,0,0,
"Hovannisian, John","27009 South Mooney Boulevard, Visalia, CA 93277",North Fork Mill Housing Facility,"North Fork, CA 93643",37.23101,-119.49523,Wastewater Treatment Facility,6514,Madera,5F,WDRMUNIOTH,Active,WDR,90-051,5C201016001,,02/23/1990,02/23/1990,,2000-02-21,.03,,B,2,,,,1,1,
Madera County Service Area # 22C Zone of Benefit C,,Gunner Ranch Water Reclamation Plant,"39522 Ave 9, Madera, CA 93636",36.87468,-119.81741,Wastewater Treatment Facility,4952,Madera,5F,WDRMUNILRG,Active,WDR,R5-2019-0084,5C201026001,,12/05/2019,12/05/2019,,2029-12-05,0.25,,B,2,,,,0,0,
"GCP Oak Creek, LLC","27777 Franklin Road 200, Southfield, MI 48034",Oak Creek MHP WWTF,"46041 Road 415, Coarsegold, CA 93614",37.26534,-119.70752,Wastewater Treatment Facility,6515,Madera,5F,WDRMUNIOTH,Active,WDR,97-197,5C201031001,,09/19/1997,09/19/1997,,2007-09-19,.035,,B,2,,,,1,54,
Merced Irrigation District,,BARRET COVE Recreation Area,"3100 Barrett Cove Road, La Grange, CA 95329",37.64532,-120.29537,Wastewater Treatment Facility,7999,Mariposa,5F,"WDRMUNIENROTH, WDRMUNIOTH",Active,Enrollee - WDR,97-010-DWQ,5C220100001,,,01/10/2014,,2029-01-10,.76,,B,3,,,,0,0,
Merced Irrigation District,,McClure Pt Rec Area,"9090 Lake Mcclure Road, Snelling, CA 95369",37.5252,-120.322,Wastewater Treatment Facility,7999,Merced,5F,"WDRMUNIENROTH, WDRMUNIOTH",Active,Enrollee - WDR,97-010-DWQ,5C220100002,,,01/10/2014,,2029-01-10,.52,,B,3,,,,0,0,
Merced Irrigation District,,McSwain Rec Area WWTF,"9090 Lake McClure Road, Snelling, CA 95369",37.522547,-120.300564,Wastewater Treatment Facility,7999,Mariposa,5F,"WDRMUNIENROTH, WDRMUNILRG",Active,Enrollee - WDR,97-010-DWQ,5C220100003,,,01/10/2014,,2029-01-10,.15,,B,3,,,,0,0,
Merced Irrigation District,,Horseshoe Bend REC Area,"4244 Highway 132, Coulterville, CA 95311",37.7069,-120.23821,Wastewater Treatment Facility,7999,Mariposa,5F,"WDRMUNIENROTH, WDRMUNIOTH",Active,Enrollee - WDR,97-010-DWQ,5C220100004,,,01/10/2014,,2029-01-10,.4,,B,3,,,,0,0,
Mariposa Cnty DPW,"4639 Ben Hur Road, Mariposa, CA 95338",Coulterville WWTF,"10113 Old Highway 49, Coulterville, CA 95311",37.69202,-120.19462,Wastewater Treatment Facility,6552,Mariposa,5F,WDRMUNIOTH,Active,Enrollee - WDR,2014-0153-DWQ,5C220101001,,,03/16/2023,,2029-09-23,0.02,,C,2,,,,1,1,
USDI National Park Service Yosemite National Park,"Po Box 700, El Portal, CA 95318",Glacier Point WWTF,"Glacier Point, Yosemite National Park, CA 95389",37.73042,-119.57365,Wastewater Treatment Facility,4952(+),Mariposa,5F,WDRMUNIOTH,Active,WDR,2014-0153-DWQ-R5349,5C220701001,,11/06/2020,02/18/2021,,2035-11-06,0.015,,C,3,,,,0,0,
USDI National Park Service Yosemite National Park,"Po Box 700, El Portal, CA 95318",El Portal WWTF,"5083 Foresta Road BLDG 750, El Portal, CA 95318",37.66838,-119.81175,Wastewater Treatment Facility,4952,Mariposa,5F,"NPDMUNILRG, NPDNONMUNIPRCS, SLIC",Active,Enrollee - NPDES,R5-2022-0006-03,5C220701002,CA0081759,,02/13/2026,,2031-02-13,0.45,"Major, Minor",C,3,,,,2,116,
USDI National Park Service Yosemite National Park,"Po Box 700, El Portal, CA 95318",Badger Pass WWTF,"Badger, Yosemite Natl Park, CA 95389",37.66576,-119.65461,Wastewater Treatment Facility,4952(+),Mariposa,5F,"WDRMUNIENROTH, WDRMUNIOTH",Active,Enrollee - WDR,97-010-DWQ,5C220701003,,05/24/2011,05/24/2011,,2026-05-24,.0045,,C,3,,,,0,0,
USDI National Park Service Yosemite National Park,"Po Box 700, El Portal, CA 95318",Wawona WWTF,"4004 Chilnualna Falls Road, Yosemite National Park, CA 95389",37.54332,-119.6517,Wastewater Treatment Facility,4952,Mariposa,5F,"NPDMUNIOTH, WDRMUNIOTH",Active,Enrollee - WDR,2014-0153-DWQ,5C220701004,CAG995002,,08/31/2018,,2029-09-23,0.1,Minor,C,3,,,,0,0,
CA Dept of Forestry & Fire Protection,"P.O. Box 944246, Sacramento, CA 94244-2460",Mount Bullion Conservation Camp,"5730 Mt. Bullion Road, Mariposa, CA 95338",37.54135,-120.03533,Wastewater Treatment Facility,4952,Mariposa,5F,WDRMUNIOTH,Active,Enrollee - WDR,2014-0153-DWQ,5C220800001,,,08/14/2018,,2029-09-23,.017,,C,3,,,,0,0,
Mariposa Cnty DPW,"4639 Ben Hur Road, Mariposa, CA 95338",Yosemite West MD WWTF,"7168 Yosemite Park Way, Yosemite, CA 95389",37.65637,-119.72624,Wastewater Treatment Facility,4952,Mariposa,5F,WDRMUNILRG,Active,WDR,99-004,5C221002001,,04/30/1999,04/30/1999,,2009-04-27,.1,,B,2,,,,0,0,
Mariposa Cnty DPW,"4639 Ben Hur Road, Mariposa, CA 95338",Don Pedro Sewer Zone 1,"2237 Ranchito Drive, La Grange, CA 95329",37.63008,-120.36428,Wastewater Treatment Facility,6552,Mariposa,5F,WDRMUNIOTH,Active,WDR,R5-2013-0062,5C221003001,,05/31/2013,05/31/2013,,2023-05-31,.08,,B,2,,,,0,5,
"Baer, William","3460 Highway 132, Coulterville, CA 95311",Black Oak General Store,"3460 Hwy 132, Coulterville, CA 95311",37.71022,-120.31481,Wastewater Treatment Facility,5399,Mariposa,5F,"WDRMUNIENROTH, WDRMUNIOTH",Active,Enrollee - WDR,97-010-DWQ,5C221004001,,10/06/2010,10/06/2010,,2025-10-10,.002,,C,3,,,,0,0,
AC Yosemite,"740 State Street 3rd Floor, Santa Barbara, CA 93103",Yosemite-Mariposa KOA WWTF,"6323 Hwy 140, Midpines, CA 95338",37.54343,-119.9231,Wastewater Treatment Facility,7033,Mariposa,5F,WDRMUNIOTH,Active,Enrollee - WDR,2014-0153-DWQ,5C221006001,,,06/19/2018,,2029-09-23,0.011,,C,3,,,,0,5,
Mariposa Cnty DPW,"4639 Ben Hur Road, Mariposa, CA 95338",Mariposa Pines WWTF,"Mariposa, CA 95338",37.46221,-119.94741,Wastewater Treatment Facility,6552,Mariposa,5F,WDRMUNIOTH,Active,Enrollee - WDR,2014-0153-DWQ,5C221007001,,,02/18/2021,,2029-09-23,0.0044,,B,3,,,,0,0,
"McClure Boat Club, Inc","9885 Boat Club Drive, Snelling, CA 95369",McClure Lake Boat Club Trailer Park,"9885 Boat Club, Snelling, CA 95369",37.62121,-120.27941,Wastewater Treatment Facility,7997,Mariposa,5F,"WDRMUNIENROTH, WDRMUNIOTH",Active,Enrollee - WDR,97-010-DWQ,5C221010001,,,07/01/2011,,2026-07-01,.02,,B,3,,,,0,0,
"Schwenne, Michael & Monica","9599 Boat Club Drive, Snelling, CA 95369",Golden Hills Mobile Home Park,"10265 Piney Creek Road, Coulterville, CA 95311",37.690137,-120.316413,Wastewater Treatment Facility,6515,Mariposa,5F,WDRMUNIOTH,Active,Enrollee - WDR,2014-0153-DWQ,5C221011001,,,04/06/2018,,2029-09-23,.002,,C,3,,,,1,8,
Mariposa PUD,"Po Box 494, Mariposa, CA 95338",Mariposa WWTP,"4956 Miller Road, Mariposa, CA 95338",37.479169,-119.959518,Wastewater Treatment Facility,4952,Mariposa,5F,NPDMUNIOTH,Active,Enrollee - NPDES,R5-2023-0025,5C221012001,CAC441902,,04/01/2021,,2028-10-01,.61,Minor,B,2,,,,3,11,
DNC Parks & Resorts at Tenya Inc,"40 Fountain Plaza, Buffalo, NY 14202",Tenaya Lodge WWTP,"1122 Hwy 41, Fish Camp, CA 93623",37.47817,-119.63914,Wastewater Treatment Facility,4952,Mariposa,5F,"WDRMUNILRG, WDRMUNIOTH",Active,Enrollee - WDR,2014-0153-DWQ,5C221018001,,,08/09/2017,,2027-08-09,.078,,B,2,,,,0,34,
Yosemite Motels General Partnership,"Po Box 1989, Mariposa, CA 95338",Cedar Lodge WWTF,"9966 Hwy 140, El Portal, CA 95318",37.66033,-119.85218,Wastewater Treatment Facility,7011,Mariposa,5F,WDRMUNIOTH,Active,WDR,98-069,5C221019001,,04/17/1998,04/17/1998,,2008-04-14,.05,,B,2,,,,0,64,
"Palm Springs Village - 309, LLC","2292 Daimler Street, Santa Ana, CA 92705","Palm Springs Village-309, LLC Silvertip Resort Village WWTF","Hwy 41 and Fish Camp Lane, Fish Camp, CA 92623",37.480482,-119.638592,Wastewater Treatment Facility,7011,Mariposa,5F,WDRMUNIOTH,Active,WDR,R5-2007-0140,5C221022001,,10/26/2007,10/26/2007,,2017-10-26,0.074,,B,3,,,,0,0,
Delhi CWD,"Po Box 639, Delhi, CA 95315",Delhi WWTF,"8668 Pinewood Street, Delhi, CA 95315",37.4148,-120.75625,Wastewater Treatment Facility,4952,Merced,5F,WDRMUNILRG,Active,WDR,R5-2015-0053,5C240101001,,04/17/2015,04/17/2015,,2025-04-17,0.8,,A,2,,,,0,0,
Dos Palos City,"2174 Blossom Street, Dos Palos, CA 93620",Dos Palos WWTF,"Swift Avenue, Dos Palos, CA 93620",36.98841,-120.6829,Wastewater Treatment Facility,4952,Merced,5F,"NPDESWW, WDRMUNILRG",Active,WDR,92-094,5C240102001,,05/29/1992,05/29/1992,,2002-05-28,.54,Minor,A,2,,,,0,33,
Gustine City,"682 Third Avenue, Gustine, CA 95322-0016",Gustine WWTF,"26501 Carnation Road, Gustine, CA 95322",37.25295,-120.96484,Wastewater Treatment Facility,4952,Merced,SB,"NPDMUNILRG, SLIC, WDRMUNILRG",Active,Co-Permitee,2020-0015-DWQ,5C240103002,,,07/09/2020,,,,Major,,,,,,1,175,
Hilmar CWD,"Po Box 446, Hilmar, CA 95324",Hilmar CWD WWTF,"Nr Griffith & Williams, Hilmar, CA 95324",37.38664,-120.81392,Wastewater Treatment Facility,4952,Merced,5F,WDRMUNILRG,Active,WDR,99-077,5C240104002,,06/11/1999,06/11/1999,,2009-06-08,.3,,B,2,,,,0,129,
Le Grand CSD,"13039 Jefferson Street, Le Grand, CA 95333",Le Grand WWTF,"5529 McKee Street, Le Grand, CA 95333",37.207015,-120.253036,Wastewater Treatment Facility,4952,Merced,5F,WDRMUNILRG,Active,WDR,97-053,5C240105001,,03/28/1997,03/28/1997,,2007-03-26,.35,,B,2,,,,0,0,
Livingston City,"1416 C Street, Livingston, CA 95334",Livingston Domestic WWTF,"7160 North Gallo Road, Livingston, CA 95334",37.3931511,-120.7536461,Wastewater Treatment Facility,4952,Merced,SB,"SLIC, WDRMUNILRG",Active,Co-Permitee,2020-0015-DWQ,5C240106002,,,07/09/2020,,,,,,,,,,1,16,
Los Banos City,"520 J Street, Los Banos, CA 93635",Los Banos WWTF,"17963 West Henry Miller Avenue, Los Banos, CA 93635",37.085219,-120.814612,Wastewater Treatment Facility,4952,Merced,5F,"SLIC, WDRMUNILRG",Active,WDR,R5-2021-0026,5C240107001,,04/22/2021,04/22/2021,,2031-04-22,4.9,,B,2,,,,1,14,
Merced City,"678 West 18th Street, Merced, CA 95340",Merced WWTF,"10260 Gove Road, Merced, CA 95340",37.25455,-120.52594,Wastewater Treatment Facility,4952,Merced,5F,"NPDMUNILRG, SLIC",Active,NPDES Permit,R5-2026-0005,5C240108001,CA0079219,02/27/2026,04/01/2026,,2031-03-31,12,Major,A,2,,,,4,40,
Franklin CWD,"2126 North Drake Avenue, Merced, CA 95348",Franklin WWTF,"2126 North Drake Avenue, Merced, CA 95348",37.31903,-120.52354,Wastewater Treatment Facility,4952,Merced,5F,WDRMUNILRG,Active,WDR,89-171,5C240109001,,09/22/1989,09/22/1989,,1999-09-20,.4,,A,2,,,,1,22,
Merced Cnty Correction Facility,"715 Martin Luther King Jr Way, Merced, CA 95340",Sandy Mush WWTF,"2584 West Sandy Mush Road, CA 95341",37.190224761749,-120.535279909673,Wastewater Treatment Facility,4952(+),Merced,5F,WDRMUNIOTH,Active,WDR,90-014,5C240109003,,01/26/1990,01/26/1990,,2000-01-24,.05,,C,2,,,,0,0,
Snelling CSD,"Po Box 323, Snelling, CA 95369",Snelling WWTF,"Hwy 59, Snelling, CA 95369",37.520705,-120.4466835,Wastewater Treatment Facility,4952,Merced,5F,WDRMUNILRG,Active,WDR,85-155,5C240111001,,06/28/1985,06/28/1985,,1995-06-26,.3,,B,2,,,,0,0,
Santa Nella CWD,"12931 South Hwy 33, Santa Nella, CA 95322",Santa Nella WWTF,"29300 Bayview Road, Santa Nella, CA 95322",37.10061,-121.02239,Wastewater Treatment Facility,4952,Merced,5F,WDRMUNILRG,Active,WDR,88-104,5C240113001,,06/24/1988,06/24/1988,,1998-06-22,.45,,B,2,,,,0,1,
Housing Authority Cnty of Merced,"405 U Street, Merced, CA 95340",Housing Authority Cnty of Merced - Los Banos,"18926 West Henry Miller Road, Los Banos, CA 93635",37.09967,-120.83346,Wastewater Treatment Facility,4952,Merced,5F,"WDRMUNIENROTH, WDRMUNIOTH",Active,Enrollee - WDR,2014-0153-DWQ,5C240114001,,,05/10/2019,,2034-05-10,0.02,,C,3,,,,0,0,
San Luis Water District,"1015 Sixth Street, Los Banos, CA 93635",San Luis Hills WWTF,"28793 Gonzanga Rd, Santa Nella, CA 93635",37.055327,-121.012368,Wastewater Treatment Facility,4952,Merced,5F,WDRMUNIOTH,Active,WDR,93-031,5C240116001,,02/26/1993,02/26/1993,,2003-02-24,.052,,B,2,,,,0,14,
Ca Dept of Water Resources Santa Nella,"31770 West Highway152, Santa Nella, CA 95322",Gianelli (San Luis) Pump-Generate Plant WWTF,"31770 Gonzaga  Road, Gustine, CA 95322",37.06683,-121.07627,Wastewater Treatment Facility,4952(+),Merced,5F,"WDRMUNIENROTH, WDRMUNIOTH",Active,Enrollee - WDR,97-010-DWQ,5C240701001,,,09/30/2011,,2026-09-30,.004,,C,3,,,,0,0,
Ca Dept of Parks & Rec Gustine,"31426 Gonzaga Road, Gustine, CA 95322",San Luis State REC Area,"31426 Gonzaga Road, Gustine, CA 95322",37.08206115793,-121.074785020827,Wastewater Treatment Facility,7999,Merced,5F,"WDRMUNIENROTH, WDRMUNIOTH",Active,Enrollee - WDR,97-010-DWQ,5C240801003,,,01/05/2012,,2027-01-05,.005,,B,3,,,,0,0,
Ca Dept of Parks & Rec Gustine,"31426 Gonzaga Road, Gustine, CA 95322",San Luis Rec Area/Basalt Camp,"31426 Hwy 152, Santa Nella, CA 95322",37.0313,-121.0644,Wastewater Treatment Facility,7033,Merced,5F,"WDRMUNIENROTH, WDRMUNIOTH",Active,Enrollee - WDR,97-010-DWQ,5C240801004,,,06/16/2011,,2026-06-16,.01,,B,3,,,,0,0,
Ceres City,"2220 Magnolia Street, Ceres, CA 95307",Ceres WWTP,"4200 Morgan, Ceres, CA 95307",37.5796,-120.96723,Wastewater Treatment Facility,4952,Stanislaus,SB,"SLIC, WDRMUNILRG",Active,Co-Permitee,2020-0015-DWQ,5C500100001,,,07/09/2020,,,,,,,,,,0,0,
Hughson City,"Po Box 9, Hughson, CA 95326",Hughson WWTF,"6700 Leedom Road, Hughson, CA 95326",37.62185,-120.87046,Wastewater Treatment Facility,4952,Stanislaus,SB,"SLIC, WDRMUNILRG",Active,Co-Permitee,2020-0015-DWQ,5C500101002,,,07/09/2020,,,,,,,,,,1,2,
Modesto City,"Po Box 642, Modesto, CA 95353",City of Modesto WQCF,"1221 Sutter Avenue, Modesto, CA 95351",37.613764,-121.011772,Wastewater Treatment Facility,4952,Stanislaus,5S,"NPDMUNILRG, SLIC",Active,Enrollee - NPDES,R5-2023-0025,5C500102001,CAC448536,,08/01/2022,,2028-10-01,19.1,Major,A,1,,,,1,7,
Newman City,"1162 Main Street, Newman, CA 95360-0787",City of Newman WWTF,"2600 Hills Ferry Road, Newman, CA 95360",37.332757,-120.99154,Wastewater Treatment Facility,4952,Stanislaus,SB,"SLIC, WDRMUNILRG",Active,Co-Permitee,2020-0015-DWQ,5C500103001,,,07/09/2020,,,,,,,,,,2,9,
Oakdale City,"455 South Fifth Avenue, Oakdale, CA 95361",Oakdale WWTF,"9700 Liberini Avenue, Oakdale, CA 95361",37.77598,-120.86713,Wastewater Treatment Facility,4952,Stanislaus,SB,"SLIC, WDRMUNILRG",Active,Co-Permitee,2020-0015-DWQ,5C500104001,,,07/09/2020,,,,,,,,,,1,2,
Riverbank City,"6707 Third Street, Riverbank, CA 95367",Riverbank WWTP,"23865 South Santa Fe Road, Riverbank, CA 95367",37.74459,-120.94579,Wastewater Treatment Facility,4952,San Joaquin,SB,"SLIC, WDRMUNILRG",Active,Co-Permitee,2020-0015-DWQ,5C500106002,,,07/09/2020,,,,,,,,,,2,11,
Salida Sanitary District,"Po Box 445, Salida, CA 95368",Salida WWTP,"6200 Pirrone Road, Salida, CA 95368",37.72739,-121.10156,Wastewater Treatment Facility,4952,Stanislaus,SB,"SLIC, WDRMUNILRG",Active,Co-Permitee,2020-0015-DWQ,5C500107001,,,07/09/2020,,,,,,,,,,0,0,
Turlock City,"156 South Broadway 270, Turlock, CA 95380","Turlock City, Turlock Regional Water Quality Control Facility","901 South Walnut Road, Turlock, CA 95380",37.481169,-120.867218,Wastewater Treatment Facility,4952,Stanislaus,5S,"NPDMUNILRG, REC, SLIC",Active,NPDES Permit,R5-2021-0005,5C500108001,CA0078948,02/18/2021,04/01/2021,,2026-03-31,20,Major,A,1,,,,3,17,
Grayson CSD,"Po Box 158, Westley, CA 95387",Grayson Comm Serv Dist WTF,"River Road, Grayson, CA 95363",37.57481,-121.17843,Wastewater Treatment Facility,4952,Stanislaus,5S,WDRMUNILRG,Active,WDR,93-088,5C500110001,,06/25/1993,06/25/1993,,2003-06-23,.1,,B,2,,,,0,0,
Westley Community Service District,"Po Box 206, Westley, CA 95387",Westley Comm Sewage Trt Fac,"Westley, CA 95387",37.54938,-121.1991,Wastewater Treatment Facility,4952,Stanislaus,5S,WDRMUNILRG,Active,WDR,93-087,5C500111001,,06/25/1993,06/25/1993,,2003-06-23,.11,,B,2,,,,2,11,
Stanislaus Cnty Dept of Parks & Rec,"3800 Cornucopia Way C, Modesto, CA 95358",Woodward Reservoir Reg Park,"14528 26 Mile Road, Oakdale, CA 95361",37.84712,-120.87701,Wastewater Treatment Facility,9512,Stanislaus,5S,WDRMUNIOTH,Active,WDR,94-359,5C500112001,,12/09/1994,12/09/1994,,2009-12-05,.023,,C,3,,,,0,0,
Stanislaus Cnty Dept of Parks & Rec,"3800 Cornucopia Way C, Modesto, CA 95358",Modesto Reservoir WWTP,"18143 Reservoir Road, Waterford, CA 95386",37.66052,-120.65597,Wastewater Treatment Facility,4952,Stanislaus,5S,WDRMUNIOTH,Active,WDR,94-360,5C500112003,,12/09/1994,12/09/1994,,2009-12-05,.03,,C,3,,,,0,0,
Waterford City,"Po Box 199, Waterford, CA 95386",Waterford WWTP,"335 South Western Avenue, Waterford, CA 95386",37.63348,-120.76674,Wastewater Treatment Facility,4952,Stanislaus,SB,"SLIC, WDRMUNILRG",Active,Co-Permitee,2020-0015-DWQ,5C500113001,,,07/09/2020,,,,,,,,,,1,3,
